postcode,lat,lon,source
N15 3AP,51.58530160309872,-0.08696190383882833,
N16 0AN,51.5633184840911,-0.08358149600884857,
N16 0AD,51.56982561149475,-0.07293464228970577,
N17 0AT,51.593575222772465,-0.05971090748495399,
N17 0AU,51.6044509766592,-0.06872944432236223,
N19 3AD,51.56228382396477,-0.12323563534359246,
N19 3AE,51.56946726779466,-0.11562760782892115,
N20 0AL,51.6323803584549,-0.151376609452859,
N21 1AH,51.644728776772716,-0.09923753288990006,
N22 5AG,51.599876333357884,-0.10180603823119301,
N22 5AB,51.607211754160026,-0.1060594838675812,
EC1A 1DN,51.52501288600331,-0.11780082516672646,
EC2A 1AG,51.5163112749059,-0.08201370771664948,
EC3A 3BP,51.50366077582314,-0.0800616143646656,
EC4A 1BG,51.52395506961432,-0.10772225876589128,
EC4A 1AB,51.51601753856906,-0.10914741639396781,
E1 0AP,51.521323556744875,-0.06078053322252639,
E1 0AD,51.504591938560296,-0.06009483676446047,
E1 0AL,51.50980623964764,-0.04288945961966076,
E2 0AR,51.52668042117923,-0.06136158857955697,
E3 2AG,51.52859655772433,-0.032059006128999264,
E3 2AD,51.53584075618499,-0.019558797576857093,
E4 0EA,51.62932049913474,0.0017867528145198673,
E4 0FN,51.63552280869219,0.016214738945691996,
E5 0AJ,51.55601092973029,-0.04541014489927736,
E5 0AA,51.562674543002,-0.04970738117951926,
E5 0AB,51.56381880179907,-0.03935608482023542,
E6 1AS,51.52858519196958,0.04018328830062495,
E6 1AB,51.540992557017695,0.04970094477277798,
E7 0AG,51.56339435440671,0.021966817379727825,
E7 0AA,51.54940030071477,0.014712476892071204,
E8 1AJ,51.53798152262699,-0.062245851349782916,
E8 1AH,51.54765950295377,-0.06793420431438785,
E9 5AL,51.54108090272309,-0.036985156134690944,
E9 5AN,51.55126808869738,-0.0377838053933893,
E10 5AL,51.563454809672,-0.019061389586401852,
E11 1AU,51.560973861241735,0.005376467171341633,
E12 5AD,51.55340172627868,0.0367029853368396,
E12 5AN,51.561145640526725,0.051439052553237795,
E13 0AN,51.53342351658178,0.015493339922239533,
E13 0AG,51.537813938088306,0.02816224205884712,
E13 0AJ,51.522590308286574,0.028842843992343492,
E14 0AG,51.51034735574826,-0.024718088428064014,
E14 0AP,51.51102443418953,-0.011724208394116769,
E15 1AX,51.53849390120307,0.009954830017650603,
E15 1AU,51.539643688414735,-0.005043301426395318,
E16 1AG,51.50615521477248,0.01451623908360969,
E16 1AA,51.50824287809405,0.0218378920345828,
E17 0BG,51.58025665633117,-0.010751680182647832,
E17 0AQ,51.5904928802241,-0.0155453058648088,
E18 1AP,51.593279049920774,0.025089435440799373,
E18 1AU,51.58504289603636,0.021533746447395162,
E20 1AD,51.55234021826452,-0.0030370555208618505,
E20 1AB,51.54539866622731,-0.01734982871473451,
SE1 0AB,51.513101659137874,-0.09277318302331788,
SE2 0AF,51.47764903288616,0.1288273113795744,
SE3 0AD,51.47114785624096,0.02101605522051012,
SE4 1AB,51.44695815097772,-0.025914455325367645,
SE4 1AL,51.44152886232766,-0.035970479403427194,
SE4 1AA,51.45751216214833,-0.031826110375558644,
SE5 0AD,51.484819001185365,-0.10266169759884695,
SE5 0AH,51.48703000266928,-0.07982016547886815,
SE6 1AA,51.45494688387186,-0.007316016421987104,
SE6 1AL,51.4429024500014,0.010463199053704627,
SE7 7AE,51.48762397831741,0.03218487914543065,
SE7 7AJ,51.49236872405762,0.02832565505143876,
SE8 3AG,51.48059196188853,-0.0320889169945453,
SE9 1AG,51.46298231397202,0.061331357179415014,
SE9 1AN,51.44868221033171,0.05759018603947424,
SE10 0AD,51.48235553061909,0.0011258840398167512,
SE10 0AL,51.477811222752294,0.0013487255144979974,
SE11 4AE,51.49570498747746,-0.10972907385803082,
SE11 4AA,51.47713034652208,-0.1054613277408259,
SE12 0AD,51.45445962562026,0.01528607669225659,
SE13 5AL,51.47093299798042,-0.00014271027311235293,
SE14 5AW,51.47286242583035,-0.04612386475405434,
SE15 1AF,51.48040095102238,-0.06374019858385498,
SE15 1AG,51.48618537091642,-0.056117377722089586,
SE16 2AA,51.49994414915775,-0.043915148294806965,
SE17 1AE,51.49720350570697,-0.08621809622598013,
SE17 1AQ,51.49868970396048,-0.09795491697016336,
SE17 1AB,51.49319502882165,-0.09599903243397445,
SE18 1AN,51.480275942903106,0.0905329892169961,
SE18 1AH,51.4904901533154,0.08410990254286371,
SE19 1AN,51.418558735388864,-0.08769858239091861,
SE20 7AF,51.40812378532369,-0.058758180371968796,
SE21 7AL,51.44433446203204,-0.07930981644653412,
SE21 7AE,51.43864002837129,-0.08702885082259995,
SE22 0AG,51.436162002314575,-0.05979113332813319,
SE23 1AG,51.433482800975234,-0.03824331880391349,
SE24 0AL,51.46138584371678,-0.09130490134032729,
SE25 4AL,51.40188569828361,-0.07882643233807839,
SE25 4AP,51.398486750634596,-0.0697818845600629,
SE26 4AB,51.42541001195277,-0.038070859344768206,
SE26 4AN,51.42016402723094,-0.05318908171758901,
SE27 0AN,51.436642298582875,-0.105929704152177,
SE28 0AG,51.49253785547267,0.09854380189117676,
SE28 0AQ,51.50112836727992,0.09623959026672171,
SW2 1AE,51.44772749149557,-0.12522561086267042,
SW2 1AD,51.444856072182624,-0.11389266429544356,
SW3 1AU,51.49605098401014,-0.165046168427585,
SW3 1AJ,51.50101669651832,-0.16756984535594505,
SW4 0AD,51.45851749820057,-0.1423579092168748,
SW4 0AA,51.45923603502855,-0.15258758316392074,
SW4 0AH,51.471809400277095,-0.15519907699303076,
SW5 0AZ,51.48196984986464,-0.18800483155788952,
SW5 0AQ,51.48480801232953,-0.19604426524442528,
SW6 1AN,51.47573988091009,-0.19901774805501793,
SW7 1AE,51.494348348615226,-0.17213798302654762,
SW8 1AF,51.46849846546743,-0.11031709866885932,
SW8 1AE,51.48783236028502,-0.1195695488100078,
SW9 0AN,51.471870189695764,-0.12482356265235632,
SW9 0AH,51.47853314660295,-0.11941643483129093,
SW10 0AF,51.48660983047478,-0.1811017836976262,
SW12 0AH,51.43971103677793,-0.14808273250509144,
SW12 0AB,51.44537347426544,-0.138116163167348,
SW13 0AG,51.481807547185205,-0.2565405051896978,
SW13 0AA,51.47040118158387,-0.24353008070172724,
SW14 7AF,51.451288703568885,-0.2710794630370942,
SW14 7AG,51.459919823849575,-0.26763766147965384,
SW15 1AG,51.47473855159357,-0.22869101577072382,
SW15 1AB,51.46247665384961,-0.21364477399924048,
SW15 1AA,51.456893377281276,-0.2300945877743252,
SW16 1AG,51.429414474032676,-0.13002146926405342,
SW16 1AN,51.437714277159415,-0.1278014915948404,
SW16 1AF,51.431613581173266,-0.13818244414771505,
SW17 0AL,51.43858909183635,-0.1830656593803262,
SW18 1AN,51.462846650374956,-0.1838693881844638,
SW19 1AL,51.41386016825352,-0.18108180755322248,
SW19 1AA,51.42552447272693,-0.19186804303460725,
SW20 0AB,51.41349274264083,-0.26034235675830103,
SW20 0AN,51.39976451231747,-0.24026978504635024,
W10 4AA,51.52223150148451,-0.2157615082579532,
W10 4AN,51.52993221489284,-0.20680412513072075,
W2 1AF,51.52387464903425,-0.17801991065357312,
W3 0AJ,51.51801711119861,-0.2694749477162493,
W4 1AA,51.49370750503603,-0.2607052812329265,
W4 1AN,51.49938181738218,-0.2621696975588444,
W4 1AH,51.509413317596994,-0.25261158156864433,
W5 1AL,51.5370101476667,-0.29748376358123685,
W5 1AG,51.52203439453663,-0.3036937113966403,
W6 0AE,51.506184769334325,-0.23723323365971027,
W6 0AG,51.497693335767536,-0.2284232917245862,
W6 0AL,51.49390976184074,-0.22488522760946264,
W7 1AJ,51.52115360819446,-0.33957707158065265,
W7 1AF,51.51517058145179,-0.34693406374921465,
W8 4AF,51.510324465659075,-0.1890576470241801,
W8 4AB,51.495575190212776,-0.18368410584949482,
W9 1AF,51.51510306768961,-0.1859489848796196,
W11 1AP,51.52758823338994,-0.19811553785347458,
W11 1AH,51.51134533390646,-0.20250271069494202,
W12 0AF,51.5184814291297,-0.23389556174973303,
W13 0AA,51.52838143336313,-0.32693341854511965,
W13 0AH,51.51999517551271,-0.3212053299885255,
W14 0AH,51.504801640897256,-0.21377421572882507,
WC1A 1AW,51.52385863242201,-0.13639377683224388,
WC2A 1AE,51.51254564985757,-0.11329623582273882,
WC2A 1DT,51.51720038546897,-0.11874568233276286,
grid,51.52170694793015,-0.08612468755064007,grid
grid,51.39766408904432,-0.006271618432569062,grid
grid,51.56362791237396,-0.32095718020793607,grid
grid,51.537673160160836,-0.09807749431653412,grid
grid,51.44684831921705,-0.23739181913010834,grid
grid,51.51805892508855,0.05672539528212438,grid
grid,51.579171349473,-0.23300555358240205,grid
grid,51.474346859095746,-0.021694817601352008,grid
grid,51.61359537738848,-0.28621907525378465,grid
grid,51.55809043438093,-0.26316897371214165,grid
grid,51.42637559631364,-0.29919053315093336,grid
grid,51.631856249814355,-0.01732307044251799,grid
grid,51.602871466625786,0.08969932082154326,grid
grid,51.45958985891531,0.12003745482749813,grid
grid,51.62461866871326,-0.2561854751287117,grid
grid,51.596704172591075,-0.3389345661299892,grid
grid,51.551621418916376,0.12416911058308326,grid
grid,51.39469435015,-0.33283408524578734,grid
grid,51.598183468780825,0.1262469723798078,grid
grid,51.57833727573854,-0.21964737114481736,grid
grid,51.47217071534815,-0.074248947383532,grid
grid,51.427235315118764,-0.013125725256111059,grid
grid,51.452944036197685,-0.22246685101996536,grid
grid,51.58564316975857,0.11992419109513025,grid
grid,51.415298163688895,-0.03144666263253665,grid
grid,51.62703557306863,-0.2944134026469498,grid
grid,51.55225579491934,-0.06224265939789364,grid
grid,51.60768041629356,-0.2271617229475793,grid
grid,51.42751125563105,0.08259413719374416,grid
grid,51.41431830093114,-0.16799679235515097,grid
grid,51.58937967898087,-0.2949671522886682,grid
grid,51.6063696253067,-0.25806019262215096,grid
grid,51.45740562803294,-0.30961384998756764,grid
grid,51.43250254729274,0.1287177013251229,grid
grid,51.506073900000736,-0.17861442479705192,grid
grid,51.408032898634225,-0.1161995751464037,grid
grid,51.426977050619236,-0.31980414286911435,grid
grid,51.5614333220933,-0.1384212909792687,grid
grid,51.48328808036349,-0.29081733798679893,grid
grid,51.42011879978907,0.045248006016891745,grid
grid,51.6350950440087,0.04124903863815893,grid
grid,51.524944709873836,-0.2564647455277706,grid
grid,51.57527356062702,0.09165291068423673,grid
grid,51.6410185733357,-0.31465386424116615,grid
grid,51.44482312504599,-0.06511889393272008,grid
grid,51.55478926210705,-0.15031474168102982,grid
grid,51.5329414255258,-0.31036978603748727,grid
grid,51.58228533869871,0.005983189399948191,grid
grid,51.59187541781711,-0.038952840009159044,grid
grid,51.62345352825796,-0.26851611613372567,grid
grid,51.4165480464162,-0.2114254552430635,grid
grid,51.549887681766236,-0.3054297022954136,grid
grid,51.54797670100268,0.08401648772288162,grid
grid,51.58221418642358,0.13305909205571148,grid
grid,51.57032196056785,-0.2613468635695022,grid
grid,51.3951583115433,0.046869974093517924,grid
grid,51.40579016486767,-0.16513923267173047,grid
grid,51.47157501751163,-0.34429341771873634,grid
grid,51.46843314057993,-0.2875751902548072,grid
grid,51.49819168331614,-0.07785745492709062,grid
grid,51.51717797629,0.10588585722944453,grid
grid,51.60876828599349,-0.14493164077043227,grid
grid,51.51448663389132,-0.0007266877337324274,grid
grid,51.436825364587115,-0.3455209310439751,grid
grid,51.53607429255304,-0.038581892225705294,grid
grid,51.440117289186595,-0.25602881246242803,grid
grid,51.408927590216166,0.0343159702444932,grid
grid,51.51045664166738,-0.2218759452560068,grid
grid,51.52419533191069,-0.24156901567629843,grid
grid,51.59489810949465,0.045391126736594616,grid
grid,51.621613092058936,-0.22438748677727294,grid
grid,51.39834373423166,-0.12352160661400297,grid
grid,51.55841223640828,0.10109054538160794,grid
grid,51.40538173705629,0.12755465605230354,grid
grid,51.639698365123984,-0.07561274678501688,grid
grid,51.587667145641504,-0.27077481820133664,grid
grid,51.49302349639213,-0.05690545845552438,grid
grid,51.523557647986685,-0.22644065776167344,grid
grid,51.61131306324994,-0.3486999299228963,grid
grid,51.471643100748764,-0.2603280142197152,grid
grid,51.48419040316395,-0.34882643470794195,grid
grid,51.634928366843944,-0.34094080994516823,grid
grid,51.615298210290256,-0.2022356218110894,grid
grid,51.59419825683812,0.06517587313618564,grid
grid,51.5268628121485,0.0703435521211221,grid
grid,51.49324764626656,0.11562911160133213,grid
grid,51.48543365510561,0.12563403467036244,grid
grid,51.610111740633045,0.005956760770787762,grid
grid,51.3983995159256,-0.26007051254693425,grid
grid,51.65343717373544,-0.27004878202856214,grid
grid,51.412837272716125,-0.007468731359816499,grid
grid,51.62278891377922,-0.16015844961090506,grid
grid,51.61923267765032,-0.3344748178539731,grid
grid,51.463792521351486,-0.3242665343853354,grid
grid,51.593836355012755,-0.14346542273710672,grid
grid,51.54336361751035,0.08058690834304669,grid
grid,51.48759205127104,-0.14621018450226356,grid
grid,51.46616422448693,-0.05595201683632926,grid
grid,51.54463015169948,0.025510824023016417,grid
grid,51.46349284823888,-0.1657561932039723,grid
grid,51.65073837922217,-0.22353541567153187,grid
grid,51.57765109648013,-0.1229426188923522,grid
grid,51.49967774847459,0.033621117708629945,grid
grid,51.6035397248133,-0.31120074492629696,grid
grid,51.63956555118944,-0.1846462705185784,grid
grid,51.58766602229164,-0.16985742437408977,grid
grid,51.59767268832715,-0.12928438092231198,grid
grid,51.44548020997608,-0.0001656597027196987,grid
grid,51.641481355621636,-0.2999447484199561,grid
grid,51.54016866752292,-0.2086630847957875,grid
grid,51.476038269044466,-0.13550750693708083,grid
grid,51.441426851187984,0.09920174283069387,grid
grid,51.56627607771103,0.05970388651977133,grid
grid,51.60274600348775,-0.023416107851014917,grid
grid,51.52118054357627,-0.16656693177669032,grid
grid,51.53673822060434,-0.3449225836694361,grid
grid,51.54786754356285,-0.12696321677053635,grid
grid,51.44081455646036,-0.22664238764233471,grid
grid,51.423588453968726,-0.24713778933726505,grid
grid,51.61077537277709,0.029249842500373546,grid
grid,51.63898607114663,0.12544509237042867,grid
manual,51.41635994519377, -0.2869329953594937,
manual,51.43434046718989, -0.2814493018490402,
manual,51.44308542743057, -0.277586260136116,
manual,51.428506228591864, -0.21592171514675793,
manual,51.44680681270131, -0.18713966077771393,
manual,51.4297623853634, -0.16066017075819344,
manual,51.48607447535766, -0.2377960740525331,
manual,51.41630176583539, -0.10252041851802624,
manual,51.45756843760509, -0.1275608058190945,
manual,51.477470757477136, -0.3103268514378656,
manual,51.507397531489325, -0.3247178786223876,
manual,51.5346191955052, -0.2694563342338232,
manual,51.545718097147585, -0.2343422279035895,
manual,51.59437807256383, -0.2648512024069287,
manual,51.629230931334355, -0.21995119762875426,
manual,51.64227152850261, -0.1646896532527012,
manual,51.61368450087259, -0.08294861884461616,
manual,51.61886723626467, -0.020779381407481094,
manual,51.58472178038404, -0.03373130587355087,
manual,51.574716349060836, 0.04992340937865242,
manual,51.590503431710474, 0.09357923090773913,
manual,51.624504840526065, 0.07890801219714441,
manual,51.61006290870478, 0.06244762047306255,
manual,51.53288744002576, 0.09536840392122631,
manual,51.5689337917954, 0.13973989465570785,
manual,51.49035165133296, -0.015918157517675096,
manual,51.4865638166392, 0.06996214543422884,
manual,51.472300917785226, 0.0384727003968548
manual,51.46160081640803, 0.08785387556910042,
manual,51.43729335026089, 0.0384727003968548,
manual,51.421453086043954, 0.018076128043101134,
manual,51.50126775976113, 0.004120578537901258,
manual,51.40699781041298, 0.08828105505304445,
manual,51.407331158877476, -0.3013778294865852,
manual,51.47790572247535, -0.21463083913549608,
manual,51.484729731925526, -0.16593077432592288,
manual,51.52053902996181, -0.14766824963201783,
manual,51.53577191744636, -0.08232563273749828,
manual,51.547050730405644, -0.08011426527233201,
center,51.51448818694248,-0.12988362741810472,center
center,51.49949202555241,-0.13353787816405202,center
center,51.504987986170555,-0.1363538146057818,center
center,51.510429039435884,-0.12235305868480063,center
center,51.511317339754015,-0.1365982949150537,center
center,51.5074,-0.1278,center
grid,51.419039196350596, 0.15472062085288055,grid
grid,51.369835771444755, 0.15753051130965132,grid
grid,51.35879773719574,0.047150161259202905,grid
grid,51.69308452005946,-0.20003239377884596,grid
grid,51.35879773719574,0.10894580001871512,grid
grid,51.35879773719574,-0.3854193100573826,grid
grid,51.65594154418571,-0.3236236712978704,grid
grid,51.35879773719574,-0.20003239377884596,grid
grid,51.35879773719574,0.17074143877822734,grid
grid,51.507369640690726,-0.3854193100573826,grid
grid,51.65594154418571,0.10894580001871512,grid
grid,51.69308452005946,-0.014645477500309312,grid
grid,51.35879773719574,-0.13823675501933375,grid
grid,51.58165559243822,0.17074143877822734,grid
grid,51.69308452005946,-0.3854193100573826,grid
grid,51.395940713069486,-0.3236236712978704,grid
grid,51.65594154418571,-0.2618280325383582,grid
grid,51.47022666481698,0.17074143877822734,grid
grid,51.54451261656447,-0.3854193100573826,grid
grid,51.69308452005946,-0.13823675501933375,grid
grid,51.618798568311966,-0.3854193100573826,grid
grid,51.54451261656447,0.17074143877822734,grid
grid,51.618798568311966,-0.2618280325383582,grid
grid,51.69308452005946,-0.3236236712978704,grid
grid,51.47022666481698,-0.3854193100573826,grid
grid,51.618798568311966,-0.3236236712978704,grid
grid,51.65594154418571,-0.20003239377884596,grid
grid,51.65594154418571,-0.3854193100573826,grid
grid,51.65594154418571,0.047150161259202905,grid
grid,51.58165559243822,-0.3854193100573826,grid
grid,51.69308452005946,0.10894580001871512,grid
grid,51.69308452005946,0.17074143877822734,grid
grid,51.35879773719574,-0.07644111625982153,grid
grid,51.65594154418571,-0.014645477500309312,grid
grid,51.618798568311966,0.17074143877822734,grid
grid,51.69308452005946,0.047150161259202905,grid
grid,51.65594154418571,-0.07644111625982153,grid
grid,51.65594154418571,-0.13823675501933375,grid
grid,51.65594154418571,0.17074143877822734,grid
grid,51.507369640690726,0.17074143877822734,grid
grid,51.69308452005946,-0.07644111625982153,grid
grid,51.69308452005946,-0.2618280325383582,grid
grid,51.395940713069486,-0.3854193100573826,grid
grid,51.395940713069486,-0.2618280325383582,grid
grid,51.43308368894323,-0.3854193100573826,grid
grid,51.395940713069486,0.17074143877822734,grid
grid,51.35879773719574,-0.2618280325383582,grid
grid,51.35879773719574,-0.014645477500309312,grid
grid,51.43308368894323,0.17074143877822734,grid
grid,51.35879773719574, -0.3236236712978704,grid
grid,51.395940713069486, -0.2000323937788459,grid
